name,label,intensity_db,pitch,mfccs_mean_0,mfccs_mean_1,mfccs_mean_2,mfccs_mean_3,mfccs_mean_4,mfccs_mean_5,mfccs_mean_6,mfccs_mean_7,mfccs_mean_8,mfccs_mean_9,mfccs_mean_10,mfccs_mean_11,mfccs_mean_12,mfccs_mean_13,mfccs_mean_14,mfccs_mean_15,mfccs_mean_16,mfccs_mean_17,mfccs_mean_18,mfccs_mean_19,mfccs_mean_20,mfccs_mean_21,mfccs_mean_22,mfccs_mean_23,mfccs_mean_24,mfccs_mean_25,mfccs_mean_26,mfccs_mean_27,mfccs_mean_28,mfccs_mean_29,mfccs_mean_30,mfccs_mean_31,mfccs_mean_32,mfccs_mean_33,mfccs_mean_34,mfccs_mean_35,mfccs_mean_36,mfccs_mean_37,mfccs_mean_38,mfccs_mean_39,mfccs_mean_40,mfccs_mean_41,mfccs_mean_42,mfccs_mean_43,mfccs_mean_44,mfccs_mean_45,mfccs_std_0,mfccs_std_1,mfccs_std_2,mfccs_std_3,mfccs_std_4,mfccs_std_5,mfccs_std_6,mfccs_std_7,mfccs_std_8,mfccs_std_9,mfccs_std_10,mfccs_std_11,mfccs_std_12,mfccs_std_13,mfccs_std_14,mfccs_std_15,mfccs_std_16,mfccs_std_17,mfccs_std_18,mfccs_std_19,mfccs_std_20,mfccs_std_21,mfccs_std_22,mfccs_std_23,mfccs_std_24,mfccs_std_25,mfccs_std_26,mfccs_std_27,mfccs_std_28,lpcc_coeff_0,lpcc_coeff_1,lpcc_coeff_2,lpcc_coeff_3,lpcc_coeff_4,lpcc_coeff_5,lpcc_coeff_6,lpcc_coeff_7,lpcc_coeff_8,lpcc_coeff_9,lpcc_coeff_10,lpcc_coeff_11,lpcc_coeff_12,teo_dec_freq_mod_var
16a02Lb,Beredom,0.0,0.4805073111203123,28.87890500223048,-54.624617748165036,-16.655911957963138,-10.254666618191537,2.29058739225635,-11.316200894441346,9.642444954540133,9.064282024508604,3.5497268173642924,4.632260160917534,-0.7957880008736157,-9.398081895341674,-10.808003221213179,-2.6206964073645267,10.133626711695678,-5.156994031795558,10.402227304167635,-7.094314969108224,10.224010955457455,-14.291153419352288,-5.298530729943547,-1.5571613549865009,-6.250865199337339,15.144949386408477,13.916096846592687,0.6535367173630073,1.222130089464171,4.622615991388383,8.655710167663532,2.773563475699149,0.7955001274154704,3.5078786556069446,-0.6360637739044771,2.797432797488287,1.2476942693490944,-4.977966138289041,2.3859146452769173,-3.4772107990584793,-8.175704554423765,0.5576572095515961,2.1016412796253237,-4.374926733145439,5.785993065670288,4.170076929781701,2.5898060592470586,2.585234595120636,-127.16050659653135,70.35595383182877,8.748483967177654,14.982591800000817,-7.641890220310518,-35.0756886081608,-23.835114674837165,22.795724541400535,1.0050826682017353,3.008650044159497,-16.904334605770327,13.403476051187923,0.87998807059935,2.6449819535096912,-3.65267902713596,8.24847113515697,5.238811427607815,-6.682874069700116,-6.958904935452775,-19.60130006354852,13.458280279288788,0.40553076696049223,2.911635186998491,-1.8158166689536908,-3.7493062178761325,-11.097085859079534,6.616560431637991,-3.019832276964419,0.43795739531434424,-3.988825240980801,9.280887082516902,-16.549118882479604,24.31857262008932,-30.563335344553526,33.410129997598546,-31.995360941506895,26.774353940872913,-19.40361327563899,11.940839832700036,-5.98653552307868,2.2449598400531183,-0.4659825280050145,4662445.020514635
14a07Wc,Anger,0.0,0.484604733961891,21.60626562993095,-50.71015686386597,-27.630526516309505,-23.512840261546508,-15.363527760460029,-0.6392682382197734,-9.91807006957485,-0.19369534736528632,4.5447268611765335,-11.054397848372005,12.490975571097875,-6.391976722532764,4.598285076927329,-2.807478077056857,10.067615837963848,-9.127913415059437,2.3776655289693074,0.6958805825565145,-0.31168999272057407,-5.677942854752953,8.366185051195822,0.42350014006824177,5.744284725154373,-0.7007120102726163,2.2342976932764773,-7.659548361678939,4.231759872623726,1.2463430613803639,-6.644016007923257,-6.749126481526882,6.622258631848894,-3.5134957831558404,-7.269744226667664,-1.94235681190669,-5.5806967440306225,-0.2131156468156891,-4.067324947357542,-0.34473205098770715,8.286518731246563,0.47023514898237856,-1.2506912415729368,1.6532641475289036,-1.2341592168530178,1.3999969201794493,2.611484759313608,-2.3494090728080717,-129.16774410904188,60.9750963360854,18.210246747098502,9.863790148200597,-6.746097368239284,-29.604816967459694,-21.7772133026773,22.98024084320728,13.103972858288255,-9.846127520661312,-13.480348472522769,11.862462794834295,2.2613972882811346,-11.631660116675874,-2.952385261413278,5.800859306726755,-5.206349197446633,0.4284123684548046,-8.288585121818919,-3.882707170074882,8.36339533308544,4.697535414333941,7.051224628854927,-3.7620611249938056,-3.3255171766953087,-0.42936359553970826,7.671590147010202,-0.039558552663408623,-2.1609376154473607,-3.7556305020656136,8.529427605154098,-14.996407909583805,21.793453308616222,-27.1656603730879,29.556240121687537,-28.18022888717305,23.526771000117378,-17.03076027260952,10.47783371391927,-5.2382368629735385,1.955011641283378,-0.4196319466500871,2365899.447494327
10a07Ad,Anxiety,0.0,0.6236741620704285,60.42073261524734,-32.64484354402149,14.948512028077102,3.4055791901496533,-4.880029949714427,-10.043995208048532,8.22036702573521,-6.337888114112618,-7.021042468572336,-2.156605834616172,-1.6198249942420901,0.06737526174654118,-3.8790984592253857,2.8178517993231824,4.975784336715007,-2.02159660723946,7.958855183810796,-2.793739359632557,2.719060652714635,-4.866208198445152,2.198556860386335,2.9301537983373427,-2.4095790308238976,1.5176944427032213,0.44417050613670245,-0.12987717619565434,2.2072970614052667,-0.7287177801984159,1.71010698347954,-2.441186621615891,1.605472756188339,-0.37370968525524895,-0.3838387656045894,-7.031771912566442,2.2549822445058996,-0.048447363090056386,1.022851349913813,-0.04907886842998404,0.4778894692663741,-0.5748131205513984,0.950094055344988,1.9362265362259938,0.1338159943803433,-2.959013446727649,0.6698081831339464,4.527420810043284,-154.0533041241268,60.016139459521085,75.03686361354359,-46.86974952117986,11.514850054023784,33.17104161076126,12.847902963109062,-18.516393169753094,-5.761062778736722,8.956208407510601,-1.2933801957686475,-5.059966720114079,9.72471191095022,9.856168850171361,-8.653679759419473,6.042414521688825,5.576084526187862,3.7247025307766357,-9.671684011120446,8.597874567210262,-10.055631554751285,5.967080139598233,18.296890557883614,4.297751211119256,-6.212207376179128,4.331169654639654,5.767674465801763,-1.0246684311345355,-2.323012502575048,-3.201833652531147,6.830813468249857,-11.835342794942775,16.93232828386958,-21.025323092438033,22.853237964511024,-21.880474209122056,18.38630823797042,-13.504996986957906,8.533529856499957,-4.399869430381623,1.7858680157943931,-0.4572761752554083,2933359.504798491
13a05Ea,Disgust,0.0,0.2383242723273637,-13.701315931165341,-7.510818469106184,33.32769905309657,20.852708304257995,4.639876649687571,16.391572288659802,-4.619493690518846,16.126496418975332,9.39626591535705,5.3877271810200345,15.337301031060534,-2.681383084337664,14.355693502136074,24.858508030676123,0.4884219470344236,10.148841266764903,6.054725091263095,3.778422092864529,-0.5784030086719391,12.349305351790106,-20.557828708093947,-14.17863839179972,24.958082573959075,-14.82585003697183,20.93079460974415,6.635682011177222,13.989862220895997,7.527296150135959,-9.699209687085917,-7.561385692672007,-5.887084130046515,7.118968377322349,-2.962601030741838,-7.714250785692195,-4.7427371776158065,-0.9243460371968186,1.3345271417594435,7.624743698852578,-7.563219984348501,-14.27997334346019,5.766878800662556,-10.291193851388817,-0.6021726237604149,4.930319313445465,-3.387965031087431,-6.946243030987891,161.29243314481943,108.0670700900089,45.174573778456164,8.58667780189708,-20.927975764856004,-22.599419010262476,-31.359404851979264,-39.755569946647206,-26.520414075989923,-29.996390687723906,3.9954417664063673,9.301180653654164,6.733293287664651,-1.9393487655831414,20.345803047265104,19.971263677431576,15.113138000546432,-5.4149906778184596,5.227338474397973,7.9166784149091285,0.41155151587940136,-6.437216128786474,-5.603420282743472,-14.098233689836675,-9.425934928747465,1.6461809433946157,-18.92251815227488,-6.9661781600486,14.471758937300397,-3.6433985352883203,7.872293857978857,-13.496179965006375,19.345950985988285,-23.966214062373638,26.02559280763598,-24.893198764618212,20.973652317349416,-15.435435299472282,9.687031914675664,-4.989663834989701,1.945504022125509,-0.4108323182780254,8527856.186845165
14a05Wa,Anger,0.0,0.2495727269640412,-39.970709351493625,-9.442260188720905,24.99828999279765,-10.154350803679314,16.709961581418643,19.78126836147061,13.4150626548767,17.999972852406962,0.1337261793551753,-0.3479002106269427,21.68578117671598,-2.3534528381259845,-2.013952219496227,20.70377337294634,0.6567422211732927,-1.8908477140312465,-8.983928957972779,5.851871093904926,-7.091397636816242,-0.5848104442005805,9.929906354002474,-12.281261906021399,3.7188660671617386,-4.84819483359915,17.138317986399564,8.19872043904013,6.384969453454952,-5.581540111527803,-7.76570024238141,4.160708521273452,-15.302927161849999,8.06009147132439,-2.4250701371618715,14.144485239199884,2.698544000389101,-4.745675042401624,-0.7601435418827909,-2.7142966195032923,4.034226689278969,2.287529127457254,-2.4814583214378145,18.15378166073564,3.37678216816762,16.570853276879102,10.04841612098592,4.218484329709577,138.66400581909198,103.05169266812327,30.504571467894817,-11.954620296672662,-53.21108763996976,-11.015799962534029,-24.044524488569234,-27.262988844886006,-10.133054671860274,-11.82804635982914,13.399059055539203,15.042146968368158,4.323388214472512,-9.513753687988787,10.576587767192725,-3.920776829367024,17.01205762884111,-8.119005138142736,-3.0932450614541533,-10.430546533330588,-10.285288533014784,-6.305656113732924,-22.68733899561935,-1.7501615099413501,-4.500429405911221,11.472355252536541,-8.514603409953436,17.895200009664883,4.430412807063177,-4.1136600798065714,9.784173144798112,-17.592038633617566,25.89917796218789,-32.55730184383833,35.616903931538076,-34.10044166567195,28.54189711226118,-20.650540837913177,12.658421596662304,-6.283512999324948,2.2981745535144635,-0.47409783000305933,2516391.887565984
14a07Na,Neutral,1.928654933106574e-15,0.47707652696942815,55.45312510585573,-37.67796522840839,7.684252125218328,0.28443486014583397,-7.5596075672172764,-3.777904429030917,-2.2758805702626366,3.8520974718435905,-1.5464199173989337,-6.365292392884261,8.068228785873075,9.658918181259217,11.685664141821247,-7.772512685310559,-16.551709694217013,0.018423918839818032,-3.0568367612533076,3.7501162688814063,6.44817038167102,9.43217702176133,3.437647518970908,-5.74288436534512,-3.845441496875129,-2.9312722153967186,-0.21581965782071566,-1.1045200817504879,-0.5575886754354735,-4.178561898630209,10.591610435373864,-12.804640429516452,13.914586748221259,-11.698902118619793,-0.8713409425920466,-2.7864889904267756,-3.0422151993811175,2.35568432200105,0.7209581266734834,-0.19370128959773342,6.454387145905274,4.63851560481474,-9.122644295786095,5.352016539037907,-4.421002934427254,1.4452856159241472,-7.387386150890412,-2.097119904577032,-125.75298321308887,52.95022267202686,15.5222775660349,13.773765216974985,-6.052136894161875,-30.643013926983613,-20.803828394748585,15.87593509758762,9.932647976856048,0.7710219484127947,-18.040730570597095,9.370578078128393,8.107436815630784,-8.939571435152423,-6.481174987784534,3.017339514734902,7.271762964332892,-4.485265145603074,-10.974198975464285,-7.089706175833206,10.013950933451941,-8.141730343567446,-0.5766991245818534,3.1291122356190635,-3.0166112000947987,-1.4932050104844332,4.756923662886887,1.4422206739625376,2.041560861436883,-3.3204525544401813,6.942003110616428,-11.854683886144917,16.81528572816417,-20.70596866077471,22.222914322986636,-21.09193669806816,17.72567672100279,-12.833547053077286,7.994040494518844,-4.11460802546579,1.581073549738445,-0.3454971549929706,3523933.137876991
15a05Wa,Anger,0.0,0.3227364538508824,-8.379678172839668,-4.383125721060818,-20.412704730639923,15.734946348037333,8.850916672753963,-11.997392450409155,-2.0825364363965555,-8.978291321284408,8.837070562244381,8.097297305114887,-10.830892357158204,1.6604192339201087,4.0606976128728585,5.522867727142715,3.4447627520098,-4.361737149423684,-0.44435279862999816,-3.654592290314436,1.123958934427455,4.489396851414961,-10.099073560726834,8.502943669615403,-5.863468198940204,-4.332973718336221,1.9774861085963127,4.136275411309811,3.8674769655146752,5.00454737136288,-8.368304704918941,-7.168637730304658,7.0983814200323945,14.518124627433112,-2.595433443904712,-10.92995343385802,2.047951964600033,5.695779345547989,0.5330880803734165,-9.515782114737702,-1.957157580998628,-8.745517697770694,7.229010681974996,-2.406697489865786,2.3645217238605993,3.4892182290228093,-4.780384481326226,-7.414864545457583,37.214469677062226,62.023846856205616,-83.37485780969034,-12.489833347720818,45.97071034934972,-5.824232310319669,-19.75026546578115,-3.2097109808167614,5.5724203024700705,0.2893086145118237,3.889211700177938,-6.852012426896737,6.8247865579191584,-11.44318298226273,-15.949215204907045,-3.6755631361017604,-2.229055943409238,-10.188066849896266,11.052788085975436,13.338336937632164,-3.5782228110764756,4.41774499653378,-11.496955132255586,8.229367743521845,2.232214162940317,3.726712325652313,11.261324991542512,-2.2772248709940115,-12.352983180401159,-4.031347491873446,9.450617227428259,-16.907363239435924,24.85294970636305,-31.136896407855176,33.938415635152715,-32.34990907547592,26.940724458422153,-19.432116306174635,11.845486252680374,-5.852602640497796,2.1676078796174063,-0.45776787850700446,3806054.964390695
16b10Wb,Anger,0.0,0.396425874653914,-6.524299115855513,-22.685891454553204,-42.879907817153985,-11.662482569837797,16.0541122995394,-0.5023724613408524,12.423178441990133,-16.630514408960973,-10.289142540240206,3.3746099038255766,-3.821720571823011,8.942272279928547,-8.352117640302273,15.2793330968021,3.976817877459301,-8.737738439697145,-3.7224419769102552,-1.808930395100986,2.6332196861284145,13.733768820013346,-9.040106326506296,-1.609593528517833,-4.119357412779728,3.0272174381461143,10.213443774422993,-7.812272821024561,5.31138687831333,3.2598886965249827,-1.2539303578913013,5.518521841603917,5.037822175148476,8.555737639617162,2.0542354122009523,-1.1332665159907231,-4.929020652012239,-2.3427571483647465,-3.314341393727252,3.4624163216315083,3.7488126867913674,1.2963630636369485,1.0623134939264118,-4.832053835491229,-1.1555711257728591,0.20689241497456445,-4.3777413023381,7.621406828743491,-61.28920612681538,58.01797255407873,-65.76512618429646,43.786701314575545,-35.93956184055073,7.991253702143352,18.3259864823233,-22.387355208941234,-14.888131106769542,-2.1166213119990958,11.545681290095333,1.2197484971602746,7.384746961545771,-2.5481648670201724,-5.440289867471568,-6.262126161577243,4.814049325926902,-3.951972323850053,-9.9386976403091,-0.3508185445091986,-9.411874808513394,0.5511692860790799,10.269406953785765,-5.60560232349511,7.274738806705013,15.19465637760955,-3.7436336370806687,1.0957611819860646,-9.79195136316459,-4.055556924328359,9.49252799004255,-16.599949763474502,23.99519702773903,-29.934847770432327,32.68959923298377,-31.302240329210093,26.236178448478633,-19.134725396138627,11.916859841080058,-6.0107372828915215,2.20574720910337,-0.4458926534907332,1510118.461785713
09a01Nb,Neutral,-1.9286549331065743e-15,0.5943236031373816,48.984270051666165,-33.90847959991297,1.5419967658651685,-10.001330846291912,-14.921777239878558,-12.755447119642572,0.7813766250176306,-9.452454267292387,11.625886534284977,3.278399199253515,-8.866689555401539,0.9225391221132503,0.6610030318116012,4.289329171084139,4.135465331512526,13.301933411392444,-7.758235034841508,-17.439695638592784,-3.5074914489771962,0.4955918489843026,-4.316431934285116,3.09851044910581,11.399124341784457,-0.6749924014660313,10.164310722724002,15.825389502488438,0.4318790920966249,-10.15171558088211,11.24044470158332,-3.2011610010118465,-6.609250002700983,-7.168836800786944,8.13103367300338,-8.83706271716463,0.3736369355137284,6.4439470622652335,3.0940323735958435,-2.9884584221855657,-2.183660398472497,4.857181610310886,2.139141258788761,-4.991300438544832,2.734411694125147,-0.3433948927220941,3.982471226808874,5.362829957060932,-149.41963433281526,46.2432425659124,69.11083308968622,-35.39440206587668,10.315847559956097,20.777882184344097,4.036588915763122,-2.64194581724386,-11.740383599075109,-2.4120738680740526,13.965389863988255,-10.347355920767303,8.48458806719689,20.113587981386022,4.941837021139079,4.029354167296414,-8.485033021782144,-8.333376228254199,-13.356229797526133,8.08135414077676,3.990602487173823,25.470456960663153,9.756810967175918,7.84059406714835,3.4118884040782977,-9.477687801332795,-8.357618463069867,-1.2830902248353335,-4.4088660155756445,-4.2102218822173425,9.96335055306966,-17.787397071848712,26.12813108930564,-32.7662992822921,35.63293194510945,-33.801470726970166,27.960146852441717,-19.922752467469458,11.93735406270276,-5.723904608316076,1.928222270188201,-0.3283723229008675,2821138.5765584223
16a01Fc,Happyness,0.0,0.4770042833037683,25.872785092508643,-37.96178535520408,-22.995995776125707,-17.745334316560154,-5.394468185049928,11.88978632524505,-10.259365839738315,0.3943301312798232,-3.1824104826574873,-11.828276992400049,9.051417523100298,-10.848933295512245,-8.322639310871878,-6.1930340436960964,12.586418633885808,1.5851673476748775,14.31799763927066,-3.115922372300888,8.818038959772847,2.947819878696116,-2.755072408316414,-7.261097428693078,-13.695053714832618,3.6851500827154577,5.172489567090353,9.605569969453331,-0.21076078957645605,7.456550371641611,13.51506620816614,2.5249016196289817,3.947563845064651,-1.7691298186320166,-2.454433221502985,-6.263794395891215,3.8300150281598904,1.425684481795843,-0.569959265190793,6.506184054142941,-4.2658683008804665,-6.702610199431315,-7.230031966990255,4.297089836976662,2.66795890580645,-7.674340943795604,-0.46576922602411946,13.245076285234157,-125.06978537974491,62.35142248178953,8.85814327904992,17.566476012060118,-7.71933094036335,-34.905592977676136,-23.78918040199276,17.564632970694525,1.8051602711183719,4.8881461154224,-16.16318672148124,8.531236745050006,6.665230021291736,10.166340877221357,-6.255453854226656,12.054864046492593,1.28004877368081,-10.305213687064201,-9.575566700360993,-9.401806216691746,3.1038038542670106,-11.35082337595061,8.99947198749418,8.164705899409727,-8.521991502054474,-9.980526370272518,5.001237117452748,3.791221045068064,4.649516212104652,-3.913568761319848,8.83486174371454,-15.297816263566645,22.151485446920347,-27.609130049304852,30.009297939840476,-28.60776607263411,23.914759677264946,-17.378601220234472,10.773097297897525,-5.448414903056859,2.037543831918094,-0.4357169205536473,1487575.0455923849
